Date,Close,Return_Target,Return_Lag_1,Return_Lag_2,Return_Lag_3,Return_Lag_5,RSI_14,MACD_Hist,Normalized_ATR,Vol_to_SMA_20,Rolling_Mom_5,Day_of_Week,Is_Month_End
2010-02-18,2559.934326171875,-0.002210196928307928,-0.008253948496693142,0.00892527579321678,0.016305633376228812,0.010521694862086761,49.178608214399695,5.364843177474164,0.015250630170704826,0.8205007435434152,0.020916207438746004,3,0
2010-02-19,2554.2763671875,0.0038707490769729347,-0.002210196928307928,-0.008253948496693142,0.00892527579321678,-0.0065824480960932075,48.21015045639363,5.565317416434546,0.015095573461338626,0.7000236902213024,0.008184315648351315,4,0
2010-02-22,2564.163330078125,0.007560641134903623,0.0038707490769729347,-0.002210196928307928,-0.008253948496693142,0.016305633376228812,50.06083960215914,6.205588323414538,0.01455255171584486,0.6220721605013846,0.018637512821417457,0,0
2010-02-23,2583.550048828125,-0.0016389754097935194,0.007560641134903623,0.0038707490769729347,-0.002210196928307928,0.00892527579321678,53.56482287405195,7.680059637423444,0.014674020447262667,1.0843897997445753,0.009892520580092268,1,0
2010-02-24,2579.315673828125,-0.011779029703800625,-0.0016389754097935194,0.007560641134903623,0.0038707490769729347,-0.008253948496693142,52.69513975814761,8.075149953308726,0.01442861527861605,1.3006342519411016,-0.000671730622918032,2,0
2010-02-25,2548.933837890625,0.0022129350382307234,-0.011779029703800625,-0.0016389754097935194,0.007560641134903623,-0.002210196928307928,46.821154353302134,6.085919111467424,0.01487659698634294,0.7799582893075787,-0.004196811830025515,3,0
2010-03-01,2554.574462890625,0.008579221347427834,0.0022129350382307234,-0.011779029703800625,-0.0016389754097935194,0.0038707490769729347,47.98053508961283,4.991518989001355,0.014329928794228933,0.6289202752923752,0.0002263201365131362,0,0
2010-03-02,2576.49072265625,-0.0036877543397301205,0.008579221347427834,0.0022129350382307234,-0.011779029703800625,0.007560641134903623,52.329269418937756,5.542647994952999,0.013820171708397711,0.8495974896747861,0.004934792406968036,1,0
2010-03-03,2566.9892578125,-0.0005625624620282377,-0.0036877543397301205,0.008579221347427834,0.0022129350382307234,-0.0016389754097935194,50.36354733030756,5.078633083231146,0.013798121603471514,1.140791592519133,-0.006313603067665707,2,0
2010-03-04,2565.545166015625,0.005116442702950197,-0.0005625624620282377,-0.0036877543397301205,0.008579221347427834,-0.011779029703800625,50.05578135173494,4.505297551198618,0.0134367756765796,0.8512216932523697,-0.005237190119900426,3,0
2010-03-05,2578.671630859375,0.01848897757378909,0.005116442702950197,-0.0005625624620282377,-0.0036877543397301205,0.0022129350382307234,52.874782959511776,4.813087569108844,0.012896638131595395,0.8849044251487719,0.011658282286850397,4,0
2010-03-08,2626.3486328125,0.011694884436232789,0.01848897757378909,0.005116442702950197,-0.0005625624620282377,0.008579221347427834,61.39739235934383,7.850979711955949,0.013088557942413643,1.0470876146002792,0.027934324822408763,0,0
